movie_id,title,release_year,budget,revenue,profit,roi,tmdb_rating,vote_count,popularity,original_language,genres
8011,Highlander: The Final Dimension,1994,26000000,36800000,10800000,0.41538461538461541,4.5,110,7.964451,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
9624,On Deadly Ground,1994,50000000,49000000,-1000000,-0.02,4.5,104,9.114168,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
888,The Flintstones,1994,46000000,341631208,295631208,6.4267653913043477,5.0,543,28.964162,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
8850,The Shadow,1994,25000000,48063435,23063435,0.9225374,5.4,138,8.178203,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]"
8831,Timecop,1994,27000000,101646581,74646581,2.764688185185185,5.5,282,13.308127,en,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]"
2636,The Specialist,1994,45000000,170362582,125362582,2.7858351555555556,5.5,313,16.582709,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
306,Beverly Hills Cop III,1994,50000000,119208989,69208989,1.38417978,5.5,434,20.333953,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
11212,Baby's Day Out,1994,50000000,16671505,-33328495,-0.6665699,5.8,274,21.312186,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
8984,Disclosure,1994,55000000,214015089,159015089,2.8911834363636362,5.9,210,15.064058,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]"
11858,Renaissance Man,1994,40000000,24332324,-15667676,-0.3916919,5.9,81,4.516953,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]"
26352,A Low Down Dirty Shame,1994,10000000,29392418,19392418,1.9392418,6.0,31,3.290639,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
14425,PCU,1994,9000000,4350774,-4649226,-0.51658066666666669,6.0,41,8.738737,en,"[{""id"": 35, ""name"": ""Comedy""}]"
10448,Rapa Nui,1994,20000000,305070,-19694930,-0.9847465,6.2,33,3.581906,en,"[{""id"": 12, ""name"": ""Adventure""}]"
1909,Don Juan DeMarco,1994,25000000,22200000,-2800000,-0.112,6.2,183,8.870614,en,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
11395,The Santa Clause,1994,22000000,189833357,167833357,7.6287889545454544,6.3,489,16.234053,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
36593,The Naked Gun 33⅓: The Final Insult,1994,30000000,51132598,21132598,0.7044199333333333,6.3,521,28.624038,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
10731,The Client,1994,45000000,117615211,72615211,1.6136713555555555,6.4,278,17.746719,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]"
11596,New Nightmare,1994,14000000,18090181,4090181,0.29215578571428569,6.4,291,14.730796,en,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]"
11592,Serial Mom,1994,13000000,7820688,-5179312,-0.39840861538461536,6.4,135,6.170139,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
3049,Ace Ventura: Pet Detective,1994,15000000,107217396,92217396,6.1478264,6.4,1648,41.249004,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]"
9331,Clear and Present Danger,1994,62000000,215887717,153887717,2.4820599516129032,6.4,386,18.832471,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
193,Star Trek: Generations,1994,38000000,120000000,82000000,2.1578947368421053,6.4,452,14.779041,en,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"
8467,Dumb and Dumber,1994,16000000,247275374,231275374,14.454710875,6.5,1859,35.777067,en,"[{""id"": 35, ""name"": ""Comedy""}]"
12160,Wyatt Earp,1994,63000000,25052000,-37948000,-0.6023492063492063,6.5,202,13.859307,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]"
712,Four Weddings and a Funeral,1994,6000000,254700832,248700832,41.450138666666668,6.6,632,29.834065,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
854,The Mask,1994,23000000,351583407,328583407,14.286235086956522,6.6,2472,85.30318,en,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]"
36955,True Lies,1994,115000000,378882411,263882411,2.2946296608695653,6.8,1116,38.729418,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
1637,Speed,1994,30000000,350448145,320448145,10.681604833333333,6.8,1783,49.526736,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]"
1024,Heavenly Creatures,1994,5000000,3049135,-1950865,-0.390173,7.0,294,8.753409,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]"
4476,Legends of the Fall,1994,30000000,160638883,130638883,4.3546294333333337,7.2,619,26.952727,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]"
628,Interview with the Vampire,1994,60000000,223664608,163664608,2.7277434666666664,7.2,1516,50.163785,en,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]"
522,Ed Wood,1994,18000000,5887457,-12112543,-0.67291905555555553,7.3,630,24.548633,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]"
9495,The Crow,1994,15000000,94000000,79000000,5.2666666666666666,7.3,953,44.690107,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
2292,Clerks,1994,27000,3151130,3124130,115.70851851851852,7.4,755,19.748658,en,"[{""id"": 35, ""name"": ""Comedy""}]"
14275,Hoop Dreams,1994,700000,7830611,7130611,10.186587142857142,7.7,87,9.188431,en,"[{""id"": 99, ""name"": ""Documentary""}]"
8587,The Lion King,1994,45000000,788241776,743241776,16.516483911111113,8.0,5376,90.457886,en,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]"
13,Forrest Gump,1994,55000000,677945399,622945399,11.326279981818182,8.2,7927,138.133331,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
680,Pulp Fiction,1994,8000000,213928762,205928762,25.74109525,8.3,8428,121.463076,en,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
278,The Shawshank Redemption,1994,25000000,28341469,3341469,0.13365876,8.5,8205,136.747729,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
88641,There Goes My Baby,1994,10500000,123509,-10376491,-0.98823723809523811,8.5,2,0.037073,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]"
12158,Vampire in Brooklyn,1995,14000000,19800000,5800000,0.41428571428571431,4.5,111,6.772615,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]"
10802,Showgirls,1995,45000000,20350754,-24649246,-0.54776102222222223,4.9,256,14.513305,en,"[{""id"": 18, ""name"": ""Drama""}]"
10987,Halloween: The Curse of Michael Myers,1995,5000000,15116634,10116634,2.0233268,5.0,170,9.483717,en,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
10329,Congo,1995,50000000,152022101,102022101,2.04044202,5.0,213,10.755847,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
11863,Jade,1995,50000000,9851610,-40148390,-0.8029678,5.2,44,8.189406,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]"
87729,Jefferson in Paris,1995,14000000,2474000,-11526000,-0.82328571428571429,5.2,10,0.900442,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
414,Batman Forever,1995,100000000,336529144,236529144,2.36529144,5.2,1498,48.205606,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]"
9271,Virtuosity,1995,30000000,24048000,-5952000,-0.1984,5.4,163,5.301589,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
9312,Mortal Kombat,1995,18000000,122195920,104195920,5.7886622222222224,5.4,442,16.470895,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]"
25066,Tales from the Hood,1995,6000000,12000000,6000000,1.0,5.4,32,3.89204,en,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
11517,Money Train,1995,60000000,35431113,-24568887,-0.40948145,5.4,222,10.004564,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
9348,Species,1995,35000000,113374103,78374103,2.2392600857142857,5.5,453,23.607071,en,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]"
10533,The Scarlet Letter,1995,50000000,10382407,-39617593,-0.79235186,5.5,108,7.44268,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
9067,Tank Girl,1995,25000000,4064495,-20935505,-0.8374202,5.5,138,8.186936,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]"
1642,The Net,1995,22000000,110627965,88627965,4.0285438636363633,5.6,354,23.218144,en,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]"
3512,Under Siege 2: Dark Territory,1995,60000000,104324083,44324083,0.73873471666666668,5.6,210,13.080725,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
1408,Cutthroat Island,1995,98000000,10017322,-87982678,-0.89778242857142854,5.7,136,7.029308,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]"
9804,Waterworld,1995,175000000,264218220,89218220,0.5098184,5.9,992,44.640292,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]"
6520,First Knight,1995,55000000,127600435,72600435,1.3200079090909091,5.9,311,19.143321,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
8839,Casper,1995,50000000,287928194,237928194,4.75856388,6.0,1019,19.830132,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
9598,Babe,1995,30000000,254134910,224134910,7.4711636666666665,6.0,733,34.36645,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
9691,Assassins,1995,50000000,30303072,-19696928,-0.39393856,6.0,387,23.073933,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
9273,Ace Ventura: When Nature Calls,1995,30000000,212385533,182385533,6.0795177666666671,6.1,1099,34.391792,en,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]"
10428,Hackers,1995,20000000,7563728,-12436272,-0.6218136,6.2,398,17.842246,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]"
6950,Outbreak,1995,50000000,189859560,139859560,2.7971912,6.3,513,30.397496,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
12106,The Quick and the Dead,1995,32000000,18552460,-13447540,-0.420235625,6.3,427,16.473355,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]"
11980,The Prophecy,1995,8,16,8,1.0,6.4,138,11.818333,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]"
8012,Get Shorty,1995,30250000,115101622,84851622,2.8050122975206611,6.4,302,15.585138,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
33542,Rumble in the Bronx,1995,7500000,32392047,24892047,3.3189396,6.5,240,17.318839,cn,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
5,Four Rooms,1995,4000000,4300000,300000,0.075,6.5,530,22.87623,en,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]"
11780,Rob Roy,1995,28000000,31596911,3596911,0.12846110714285713,6.5,148,10.703456,en,"[{""id"": 12, ""name"": ""Adventure""}]"
9087,The American President,1995,62000000,107879496,45879496,0.73999187096774188,6.5,195,11.056763,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
9737,Bad Boys,1995,19000000,141407024,122407024,6.4424749473684209,6.5,1699,33.872182,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
710,GoldenEye,1995,58000000,352194034,294194034,5.0723109310344832,6.6,1174,59.824565,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
63020,The Perez Family,1995,11000000,2832826,-8167174,-0.74247036363636365,6.6,9,1.187671,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
11876,The Horseman on the Roof,1995,35000000,15000000,-20000000,-0.5714285714285714,6.7,25,2.877488,en,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
10530,Pocahontas,1995,55000000,346079773,291079773,5.2923595090909092,6.7,1457,47.845589,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]"
577,To Die For,1995,20000000,21284514,1284514,0.0642257,6.7,175,12.309715,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
400,Things to Do in Denver When You're Dead,1995,8000000,529766,-7470234,-0.93377925,6.7,85,6.932221,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
9344,Kids,1995,1500000,7412216,5912216,3.9414773333333333,6.8,279,13.291991,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
2293,Mallrats,1995,6000000,2122561,-3877439,-0.64623983333333335,6.8,392,16.139771,en,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]"
8068,Desperado,1995,7000000,25405445,18405445,2.6293492857142855,6.8,881,25.511217,en,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]"
1572,Die Hard: With a Vengeance,1995,90000000,366101666,276101666,3.0677962888888888,6.9,2066,51.881077,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
8963,Crimson Tide,1995,53000000,157387195,104387195,1.9695697169811321,7.0,498,20.334629,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]"
10634,Friday,1995,3500000,28215918,24715918,7.0616908571428567,7.0,503,25.5748,en,"[{""id"": 35, ""name"": ""Comedy""}]"
451,Leaving Las Vegas,1995,3600000,49800000,46200000,12.833333333333334,7.1,360,22.030517,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
10858,Nixon,1995,44000000,13681765,-30318235,-0.68905079545454551,7.1,71,3.770161,en,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]"
4584,Sense and Sensibility,1995,16500000,135000000,118500000,7.1818181818181817,7.2,352,20.898711,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
568,Apollo 13,1995,52000000,355237933,303237933,5.8314987115384618,7.3,1599,68.140214,en,"[{""id"": 18, ""name"": ""Drama""}]"
688,The Bridges of Madison County,1995,24000000,182016617,158016617,6.5840257083333329,7.3,385,17.606087,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
687,Dead Man Walking,1995,11000000,39363635,28363635,2.5785122727272727,7.3,337,15.864928,en,"[{""id"": 18, ""name"": ""Drama""}]"
197,Braveheart,1995,72000000,210000000,138000000,1.9166666666666667,7.7,3336,60.722162,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]"
862,Toy Story,1995,30000000,373554033,343554033,11.4518011,7.7,5269,73.640445,en,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]"
76,Before Sunrise,1995,2500000,5535405,3035405,1.214162,7.7,959,23.672571,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
524,Casino,1995,52000000,116112375,64112375,1.2329302884615385,7.8,1307,40.06688,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]"
807,Se7en,1995,33000000,327311859,294311859,8.9185411818181812,8.1,5765,79.579532,en,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
629,The Usual Suspects,1995,6000000,23341568,17341568,2.8902613333333331,8.1,3254,64.025031,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]"
9879,Striptease,1996,50000000,113309743,63309743,1.26619486,4.4,205,11.106006,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
9306,The Island of Dr. Moreau,1996,40000000,49627779,9627779,0.240694475,4.6,147,13.210898,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]"
9826,The Phantom,1996,45000000,17300889,-27699111,-0.6155358,4.7,136,9.025236,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]"
47502,Faithful,1996,13000000,9789900,-3210100,-0.24693076923076923,4.8,4,1.647335,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]"
24206,Silent Trigger,1996,15000000,76382,-14923618,-0.99490786666666664,5.0,22,2.609057,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
10861,Maximum Risk,1996,25000000,51702483,26702483,1.06809932,5.2,101,10.115011,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"
18550,Fled,1996,25000000,17193231,-7806769,-0.31227076,5.2,47,2.77255,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
40001,Mrs. Winterbourne,1996,25000000,10070000,-14930000,-0.5972,5.3,25,7.946769,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
36355,Flipper,1996,25530000,20080020,-5449980,-0.21347356051703878,5.3,84,4.475007,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]"
12123,Chain Reaction,1996,50000000,60209334,10209334,0.20418668,5.3,284,20.58862,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
9327,The Nutty Professor,1996,54000000,128769345,74769345,1.3846175,5.4,702,20.28119,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]"
9279,Jingle All the Way,1996,60000000,129832389,69832389,1.16387315,5.5,575,22.501041,en,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]"
10061,Escape from L.A.,1996,50000000,42277365,-7722635,-0.1544527,5.6,373,21.637234,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]"
9268,Eraser,1996,100000000,242295562,142295562,1.42295562,5.6,543,24.507987,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
11363,She's the One,1996,3500000,9482579,5982579,1.7093082857142856,5.7,70,8.406025,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]"
9095,Mary Reilly,1996,47000000,12379402,-34620598,-0.73660846808510638,5.7,74,6.067212,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]"
9894,The Cable Guy,1996,47000000,102825796,55825796,1.1877828936170214,5.7,594,19.525659,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
9566,The Fan,1996,55000000,18626419,-36373581,-0.66133783636363641,5.7,194,4.366488,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
61752,Girl 6,1996,12000000,4939939,-7060061,-0.58833841666666664,5.7,16,2.993939,en,"[{""id"": 35, ""name"": ""Comedy""}]"
28005,Kama Sutra - A Tale of Love,1996,3000000,4109095,1109095,0.36969833333333335,5.7,35,3.937939,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]"
11306,Extreme Measures,1996,38000000,17380126,-20619874,-0.5426282631578947,5.7,80,3.426555,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
9208,Broken Arrow,1996,50000000,150270147,100270147,2.00540294,5.7,453,22.769108,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
11228,Daylight,1996,80000000,159212469,79212469,0.9901558625,5.8,378,16.681269,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]"
2320,Executive Decision,1996,55000000,121969216,66969216,1.2176221090909092,5.8,256,17.231675,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]"
8818,Evita,1996,55000000,141047179,86047179,1.5644941636363636,5.9,120,7.027139,en,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]"
10478,Tin Cup,1996,45000000,53854588,8854588,0.19676862222222222,5.9,150,10.731574,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
